gene_id,kegg_ko
gene-LOC142981681,ko:K00665
gene-LOC142981685,ko:K00665
gene-LOC142981688,ko:K09645
gene-LOC142981689,ko:K09645
gene-LOC142981693,ko:K01312
gene-LOC142981693,ko:K09640
gene-LOC142981695,ko:K17609
gene-LOC142981697,ko:K00232
gene-LOC142981697,ko:K05313
gene-LOC142981702,ko:K21847
gene-LOC142981702,ko:K21851
gene-LOC142981703,ko:K01081
gene-LOC142981703,ko:K19970
gene-LOC142981707,ko:K09391
gene-LOC142981711,ko:K01201
gene-LOC142981712,ko:K00115
gene-LOC142981712,ko:K21270
gene-LOC142981713,ko:K20359
gene-LOC142981719,ko:K01047
gene-LOC142981720,ko:K21270
gene-LOC142981727,ko:K04710
gene-LOC142981729,ko:K01488
gene-LOC142981729,ko:K19572
gene-LOC142981730,ko:K15340
gene-LOC142981731,ko:K19625
gene-LOC142981733,ko:K01488
gene-LOC142981733,ko:K19572
gene-LOC142981734,ko:K14999
gene-LOC142981735,ko:K09640
gene-LOC142981736,ko:K14999
gene-LOC142981744,ko:K14809
gene-LOC142981744,ko:K16833
gene-LOC142981745,ko:K08750
gene-LOC142981745,ko:K08752
gene-LOC142981748,ko:K08750
gene-LOC142981748,ko:K08752
gene-LOC142981749,ko:K01623
gene-LOC142981756,ko:K01897
gene-LOC142981767,ko:K00469
gene-LOC142981777,ko:K01081
gene-LOC142981777,ko:K19970
gene-LOC142981778,ko:K03283
gene-LOC142981781,ko:K01319
gene-LOC142981781,ko:K01353
gene-LOC142981781,ko:K09616
gene-LOC142981792,ko:K01424
gene-LOC142981792,ko:K13278
gene-LOC142981793,ko:K14999
gene-LOC142981793,ko:K15003
gene-LOC142981797,ko:K01488
gene-LOC142981797,ko:K19572
gene-LOC142981798,ko:K00108
gene-LOC142981798,ko:K00115
gene-LOC142981798,ko:K21270
gene-LOC142981799,ko:K09640
gene-LOC142981803,ko:K21270
gene-LOC142981804,ko:K13236
gene-LOC142981804,ko:K13237
gene-LOC142981809,ko:K10175
gene-LOC142981809,ko:K10181
gene-LOC142981810,ko:K10249
gene-LOC142981813,ko:K00682
gene-LOC142981815,ko:K08750
gene-LOC142981815,ko:K08752
gene-LOC142981818,ko:K16811
gene-LOC142981819,ko:K07850
gene-LOC142981819,ko:K07851
gene-LOC142981823,ko:K00115
gene-LOC142981823,ko:K21270
gene-LOC142981826,ko:K03283
gene-LOC142981828,ko:K13443
gene-LOC142981836,ko:K13675
gene-LOC142981839,ko:K12607
gene-LOC142981841,ko:K00002
gene-LOC142981841,ko:K00011
gene-LOC142981841,ko:K00555
gene-LOC142981846,ko:K21437
gene-LOC142981848,ko:K09228
gene-LOC142981849,ko:K09519
gene-LOC142981850,ko:K20210
gene-LOC142981856,ko:K15255
gene-LOC142981864,ko:K08471
gene-LOC142981865,ko:K08471
gene-LOC142981866,ko:K08471
gene-LOC142981867,ko:K08471
gene-LOC142981871,ko:K00665
gene-LOC142981872,ko:K00665
gene-LOC142981873,ko:K00665
gene-LOC142981874,ko:K00665
gene-LOC142981875,ko:K01044
gene-LOC142981876,ko:K01201
gene-LOC142981877,ko:K14999
gene-LOC142981878,ko:K14999
gene-LOC142981878,ko:K15003
gene-LOC142981879,ko:K14999
gene-LOC142981879,ko:K15003
gene-LOC142981880,ko:K13703
gene-LOC142981887,ko:K04710
gene-LOC142981888,ko:K14445
gene-LOC142981889,ko:K09640
gene-LOC142981890,ko:K14453
gene-LOC142981890,ko:K14700
gene-LOC142981890,ko:K14701
gene-LOC142981890,ko:K14702
gene-LOC142981890,ko:K14703
gene-LOC142981890,ko:K14704
gene-LOC142981890,ko:K14707
gene-LOC142981890,ko:K17341
gene-LOC142981892,ko:K15255
gene-LOC142981893,ko:K08750
gene-LOC142981893,ko:K08752
gene-LOC142981905,ko:K06767
gene-LOC142981921,ko:K00011
gene-LOC142981922,ko:K00011
gene-LOC142981926,ko:K20634
gene-LOC142981926,ko:K20636
gene-LOC142981926,ko:K20637
gene-LOC142981927,ko:K19332
gene-LOC142981930,ko:K05948
gene-LOC142981931,ko:K18082
gene-LOC142981936,ko:K12367
gene-LOC142981937,ko:K12367
gene-LOC142981938,ko:K12367
gene-LOC142981938,ko:K17439
gene-LOC142981939,ko:K12367
gene-LOC142981939,ko:K17439
gene-LOC142981944,ko:K01623
gene-LOC142981947,ko:K14445
gene-LOC142981956,ko:K13703
gene-LOC142981986,ko:K11135
gene-LOC142981989,ko:K17613
gene-LOC142981992,ko:K14570
gene-LOC142981996,ko:K20689
gene-LOC142981997,ko:K20028
gene-LOC142982002,ko:K01081
gene-LOC142982002,ko:K19970
gene-LOC142982003,ko:K00699
gene-LOC142982003,ko:K04628
gene-LOC142982004,ko:K00699
gene-LOC142982004,ko:K04628
gene-LOC142982007,ko:K16601
gene-LOC142982010,ko:K11649
gene-LOC142982012,ko:K01053
gene-LOC142982018,ko:K13617
gene-LOC142982021,ko:K11839
gene-LOC142982036,ko:K09579
gene-LOC142982051,ko:K09640
gene-LOC142982056,ko:K09625
gene-LOC142982058,ko:K01044
gene-LOC142982058,ko:K01049
gene-LOC142982058,ko:K03927
gene-LOC142982058,ko:K15743
gene-LOC142982063,ko:K01044
gene-LOC142982063,ko:K01049
gene-LOC142982063,ko:K03927
gene-LOC142982063,ko:K15743
gene-LOC142982065,ko:K00605
gene-LOC142982068,ko:K01044
gene-LOC142982068,ko:K01049
gene-LOC142982068,ko:K03927
gene-LOC142982068,ko:K15743
gene-LOC142982071,ko:K01044
gene-LOC142982071,ko:K01049
gene-LOC142982071,ko:K03927
gene-LOC142982071,ko:K15743
gene-LOC142982078,ko:K01044
gene-LOC142982078,ko:K01049
gene-LOC142982078,ko:K03927
gene-LOC142982078,ko:K15743
gene-LOC142982081,ko:K00799
gene-LOC142982082,ko:K00799
gene-LOC142982094,ko:K01312
gene-LOC142982095,ko:K01044
gene-LOC142982095,ko:K01049
gene-LOC142982095,ko:K03927
gene-LOC142982095,ko:K15743
gene-LOC142982098,ko:K08860
gene-LOC142982102,ko:K22255
gene-LOC142982103,ko:K06560
gene-LOC142982104,ko:K19403
gene-LOC142982107,ko:K11985
gene-LOC142982112,ko:K08202
gene-LOC142982112,ko:K08209
gene-LOC142982112,ko:K08210
gene-LOC142982116,ko:K01312
gene-LOC142982116,ko:K09640
gene-LOC142982117,ko:K01580
gene-LOC142982117,ko:K01594
gene-LOC142982117,ko:K18966
gene-LOC142982120,ko:K01312
gene-LOC142982120,ko:K09640
gene-LOC142982121,ko:K15107
gene-LOC142982122,ko:K08145
gene-LOC142982124,ko:K21777
gene-LOC142982131,ko:K10755
gene-LOC142982140,ko:K12323
gene-LOC142982141,ko:K18084
gene-LOC142982144,ko:K17623
gene-LOC142982145,ko:K17623
gene-LOC142982151,ko:K08683
gene-LOC142982160,ko:K08510
gene-LOC142982160,ko:K13504
gene-LOC142982166,ko:K16809
gene-LOC142982167,ko:K00699
gene-LOC142982167,ko:K04628
gene-LOC142982168,ko:K00699
gene-LOC142982168,ko:K04628
gene-LOC142982169,ko:K00699
gene-LOC142982169,ko:K04628
gene-LOC142982170,ko:K00699
gene-LOC142982170,ko:K04628
gene-LOC142982174,ko:K08510
gene-LOC142982174,ko:K13504
gene-LOC142982175,ko:K07763
gene-LOC142982175,ko:K08024
gene-LOC142982178,ko:K03469
gene-LOC142982182,ko:K10420
gene-LOC142982193,ko:K03469
gene-LOC142982195,ko:K01832
gene-LOC142982195,ko:K07424
gene-LOC142982195,ko:K14999
gene-LOC142982195,ko:K17689
gene-LOC142982195,ko:K17690
gene-LOC142982195,ko:K17691
gene-LOC142982195,ko:K17692
gene-LOC142982195,ko:K17860
gene-LOC142982197,ko:K21486
gene-LOC142982207,ko:K08471
gene-LOC142982211,ko:K11583
gene-LOC142982223,ko:K18732
gene-LOC142982227,ko:K01363
gene-LOC142982236,ko:K19613
gene-LOC142982237,ko:K17043
gene-LOC142982237,ko:K21869
gene-LOC142982242,ko:K00615
gene-LOC142982243,ko:K06236
gene-LOC142982243,ko:K06237
gene-LOC142982243,ko:K19720
gene-LOC142982258,ko:K05360
gene-LOC142982265,ko:K02219
gene-LOC142982269,ko:K01312
gene-LOC142982271,ko:K01312
gene-LOC142982279,ko:K20316
gene-LOC142982280,ko:K19197
gene-LOC142982280,ko:K19198
gene-LOC142982287,ko:K01312
gene-LOC142982290,ko:K00605
gene-LOC142982291,ko:K18172
gene-LOC142982298,ko:K03992
gene-LOC142982298,ko:K03993
gene-LOC142982300,ko:K01487
gene-LOC142982300,ko:K11265
gene-LOC142982307,ko:K01487
gene-LOC142982307,ko:K11265
gene-LOC142982311,ko:K01908
gene-LOC142982312,ko:K11876
gene-LOC142982314,ko:K16806
gene-LOC142982325,ko:K10435
gene-LOC142982327,ko:K08145
gene-LOC142982328,ko:K06201
gene-LOC142982329,ko:K11153
gene-LOC142982329,ko:K11161
gene-LOC142982334,ko:K10870
gene-LOC142982338,ko:K17784
gene-LOC142982347,ko:K09569
gene-LOC142982348,ko:K08471
gene-LOC142982350,ko:K01340
gene-LOC142982350,ko:K09633
gene-LOC142982352,ko:K01312
gene-LOC142982352,ko:K01316
gene-LOC142982352,ko:K09614
gene-LOC142982352,ko:K09625
gene-LOC142982352,ko:K09626
gene-LOC142982352,ko:K09628
gene-LOC142982352,ko:K09629
gene-LOC142982352,ko:K09630
gene-LOC142982352,ko:K09640
gene-LOC142982354,ko:K11153
gene-LOC142982354,ko:K11161
gene-LOC142982354,ko:K11168
gene-LOC142982356,ko:K02265
gene-LOC142982361,ko:K11153
gene-LOC142982361,ko:K11161
gene-LOC142982361,ko:K11168
gene-LOC142982365,ko:K00699
gene-LOC142982365,ko:K04628
gene-LOC142982366,ko:K00699
gene-LOC142982366,ko:K04628
gene-LOC142982367,ko:K00699
gene-LOC142982367,ko:K04628
gene-LOC142982368,ko:K00699
gene-LOC142982368,ko:K04628
gene-LOC142982374,ko:K11433
gene-LOC142982377,ko:K22255
gene-LOC142982379,ko:K14075
gene-LOC142982380,ko:K08202
gene-LOC142982380,ko:K08209
gene-LOC142982380,ko:K08210
gene-LOC142982384,ko:K09636
gene-LOC142982389,ko:K14840
gene-LOC142982398,ko:K14816
gene-LOC142982409,ko:K16312
gene-LOC142982413,ko:K22255
gene-LOC142982414,ko:K22255
gene-LOC142982419,ko:K16365
gene-LOC142982425,ko:K22139
gene-LOC142982427,ko:K00699
gene-LOC142982427,ko:K04628
gene-LOC142982428,ko:K00699
gene-LOC142982428,ko:K04628
gene-LOC142982435,ko:K01080
gene-LOC142982435,ko:K01899
gene-LOC142982437,ko:K10635
gene-LOC142982437,ko:K17821
gene-LOC142982438,ko:K10262
gene-LOC142982451,ko:K20283
gene-LOC142982492,ko:K06107
gene-LOC142982493,ko:K05673
gene-LOC142982496,ko:K00993
gene-LOC142982499,ko:K15730
gene-LOC142982507,ko:K07375
gene-LOC142982508,ko:K13421
gene-LOC142982509,ko:K05673
gene-LOC142982516,ko:K05673
gene-LOC142982519,ko:K08469
gene-LOC142982520,ko:K04905
gene-LOC142982520,ko:K04909
gene-LOC142982520,ko:K04910
gene-LOC142982523,ko:K17654
gene-LOC142982529,ko:K01469
gene-LOC142982530,ko:K11583
gene-LOC142982531,ko:K01312
gene-LOC142982533,ko:K01081
gene-LOC142982533,ko:K19970
gene-LOC142982538,ko:K10532
gene-LOC142982543,ko:K20210
gene-LOC142982544,ko:K05048
gene-LOC142982544,ko:K05334
gene-LOC142982545,ko:K01049
gene-LOC142982552,ko:K12486
gene-LOC142982553,ko:K10419
gene-LOC142982564,ko:K09568
gene-LOC142982566,ko:K21797
gene-LOC142982567,ko:K21797
gene-LOC142982568,ko:K15683
gene-LOC142982570,ko:K02263
gene-LOC142982571,ko:K05035
gene-LOC142982571,ko:K05036
gene-LOC142982572,ko:K10419
gene-LOC142982574,ko:K13198
gene-LOC142982574,ko:K14942
gene-LOC142982574,ko:K17843
gene-LOC142982578,ko:K19484
gene-LOC142982578,ko:K19486
gene-LOC142982584,ko:K21442
gene-LOC142982585,ko:K01047
gene-LOC142982586,ko:K04506
gene-LOC142982586,ko:K11153
gene-LOC142982586,ko:K11161
gene-LOC142982590,ko:K20818
gene-LOC142982591,ko:K13960
gene-LOC142982593,ko:K01229
gene-LOC142982593,ko:K05350
gene-LOC142982597,ko:K00993
gene-LOC142982600,ko:K00079
gene-LOC142982607,ko:K15208
gene-LOC142982608,ko:K04675
gene-LOC142982609,ko:K07847
gene-LOC142982610,ko:K03514
gene-LOC142982614,ko:K08066
gene-LOC142982615,ko:K08145
gene-LOC142982616,ko:K08139
gene-LOC142982616,ko:K08145
gene-LOC142982616,ko:K14258
gene-LOC142982619,ko:K13123
gene-LOC142982627,ko:K08145
gene-LOC142982631,ko:K01278
gene-LOC142982638,ko:K08145
gene-LOC142982639,ko:K12169
gene-LOC142982640,ko:K02731
gene-LOC142982641,ko:K08145
gene-LOC142982642,ko:K08145
gene-LOC142982649,ko:K08139
gene-LOC142982649,ko:K08145
gene-LOC142982649,ko:K14258
gene-LOC142982650,ko:K01312
gene-LOC142982653,ko:K16759
gene-LOC142982657,ko:K14689
gene-LOC142982663,ko:K14790
gene-LOC142982670,ko:K17046
gene-LOC142982674,ko:K00739
gene-LOC142982674,ko:K03766
gene-LOC142982674,ko:K07819
gene-LOC142982674,ko:K07970
gene-LOC142982675,ko:K12587
gene-LOC142982683,ko:K21442
gene-LOC142982684,ko:K01052
gene-LOC142982685,ko:K08471
gene-LOC142982685,ko:K16458
gene-LOC142982686,ko:K07847
gene-LOC142982690,ko:K01229
gene-LOC142982690,ko:K05350
gene-LOC142982691,ko:K01229
gene-LOC142982691,ko:K05350
gene-LOC142982692,ko:K01229
gene-LOC142982692,ko:K05350
gene-LOC142982693,ko:K01229
gene-LOC142982693,ko:K05350
gene-LOC142982694,ko:K01229
gene-LOC142982694,ko:K05350
gene-LOC142982695,ko:K01229
gene-LOC142982695,ko:K05350
gene-LOC142982696,ko:K01229
gene-LOC142982696,ko:K05350
gene-LOC142982697,ko:K01229
gene-LOC142982697,ko:K05350
gene-LOC142982698,ko:K01229
gene-LOC142982698,ko:K05350
gene-LOC142982700,ko:K03935
gene-LOC142982703,ko:K19404
gene-LOC142982704,ko:K06639
gene-LOC142982709,ko:K03965
gene-LOC142982710,ko:K14165
gene-LOC142982711,ko:K06693
gene-LOC142982713,ko:K14726
gene-LOC142982717,ko:K01044
gene-LOC142982717,ko:K01049
gene-LOC142982717,ko:K01050
gene-LOC142982717,ko:K03927
gene-LOC142982717,ko:K15743
gene-LOC142982720,ko:K05181
gene-LOC142982723,ko:K20478
gene-LOC142982725,ko:K15111
gene-LOC142982726,ko:K15111
gene-LOC142982731,ko:K10790
gene-LOC142982731,ko:K10791
gene-LOC142982736,ko:K21442
gene-LOC142982738,ko:K15168
gene-LOC142982743,ko:K09545
gene-LOC142982745,ko:K03006
gene-LOC142982745,ko:K16250
gene-LOC142982745,ko:K16251
gene-LOC142982748,ko:K08202
gene-LOC142982752,ko:K20188
gene-LOC142982758,ko:K14805
gene-LOC142982760,ko:K20309
gene-LOC142982762,ko:K01229
gene-LOC142982762,ko:K05350
gene-LOC142982763,ko:K01229
gene-LOC142982763,ko:K05350
gene-LOC142982770,ko:K02265
gene-LOC142982771,ko:K01365
gene-LOC142982773,ko:K09326
gene-LOC142982774,ko:K10419
gene-LOC142982781,ko:K20463
gene-LOC142982784,ko:K01229
gene-LOC142982784,ko:K05350
gene-LOC142982785,ko:K01229
gene-LOC142982785,ko:K05350
gene-LOC142982786,ko:K01229
gene-LOC142982786,ko:K05350
gene-LOC142982787,ko:K01229
gene-LOC142982787,ko:K05350
gene-LOC142982788,ko:K01229
gene-LOC142982788,ko:K05350
gene-LOC142982790,ko:K21442
gene-LOC142982794,ko:K08145
gene-LOC142982796,ko:K08145
gene-LOC142982806,ko:K08145
gene-LOC142982807,ko:K18078
gene-LOC142982809,ko:K04675
gene-LOC142982809,ko:K13578
gene-LOC142982812,ko:K01052
gene-LOC142982820,ko:K18161
gene-LOC142982828,ko:K02263
gene-LOC142982832,ko:K01312
gene-LOC142982832,ko:K01362
gene-LOC142982832,ko:K09640
gene-LOC142982833,ko:K01312
gene-LOC142982833,ko:K01362
gene-LOC142982833,ko:K09640
gene-LOC142982840,ko:K01312
gene-LOC142982840,ko:K01362
gene-LOC142982840,ko:K09640
gene-LOC142982842,ko:K19363
gene-LOC142982843,ko:K14165
gene-LOC142982844,ko:K08145
gene-LOC142982849,ko:K14942
gene-LOC142982849,ko:K17843
gene-LOC142982862,ko:K08137
gene-LOC142982863,ko:K06107
gene-LOC142982867,ko:K19363
gene-LOC142982870,ko:K08131
gene-LOC142982876,ko:K08145
gene-LOC142982881,ko:K10419
gene-LOC142982888,ko:K01312
gene-LOC142982888,ko:K01362
gene-LOC142982888,ko:K09640
gene-LOC142982889,ko:K08145
gene-LOC142982892,ko:K14075
gene-LOC142982894,ko:K01070
gene-LOC142982899,ko:K21442
gene-LOC142982901,ko:K13348
gene-LOC142982905,ko:K08145
gene-LOC142982912,ko:K08145
gene-LOC142982915,ko:K20301
gene-LOC142982918,ko:K06695
gene-LOC142982920,ko:K21442
gene-LOC142982921,ko:K01596
gene-LOC142982922,ko:K11271
gene-LOC142982923,ko:K19511
gene-LOC142982926,ko:K21456
gene-LOC142982929,ko:K11424
gene-LOC142982930,ko:K07375
gene-LOC142982931,ko:K22255
gene-LOC142982932,ko:K01581
gene-LOC142982935,ko:K04632
gene-LOC142982935,ko:K04633
gene-LOC142982942,ko:K17609
gene-LOC142982948,ko:K00364
gene-LOC142982962,ko:K06095
gene-LOC142982962,ko:K13804
gene-LOC142982964,ko:K00757
gene-LOC142982965,ko:K13711
gene-LOC142982966,ko:K13208
gene-LOC142982967,ko:K08155
gene-LOC142982969,ko:K08471
gene-LOC142982972,ko:K06767
gene-LOC142982972,ko:K06768
gene-LOC142982975,ko:K01312
gene-LOC142982975,ko:K09640
gene-LOC142982982,ko:K00699
gene-LOC142982983,ko:K00699
gene-LOC142982984,ko:K00699
gene-LOC142982985,ko:K00699
gene-LOC142982986,ko:K08873
gene-LOC142982986,ko:K12852
gene-LOC142982986,ko:K12853
gene-LOC142982987,ko:K00507
gene-LOC142982987,ko:K06227
gene-LOC142982989,ko:K09420
gene-LOC142982989,ko:K09421
gene-LOC142982989,ko:K21769
gene-LOC142982993,ko:K10310
gene-LOC142982994,ko:K06890
gene-LOC142982996,ko:K08471
gene-LOC142982997,ko:K08471
gene-LOC142982998,ko:K08471
gene-LOC142982999,ko:K08471
gene-LOC142983001,ko:K04525
gene-LOC142983001,ko:K13963
gene-LOC142983002,ko:K04525
gene-LOC142983002,ko:K13963
gene-LOC142983003,ko:K00825
gene-LOC142983004,ko:K01253
gene-LOC142983004,ko:K10719
gene-LOC142983005,ko:K01253
gene-LOC142983005,ko:K10719
gene-LOC142983006,ko:K01253
gene-LOC142983006,ko:K10719
gene-LOC142983007,ko:K01253
gene-LOC142983007,ko:K10719
gene-LOC142983012,ko:K18631
gene-LOC142983013,ko:K18631
gene-LOC142983020,ko:K20673
gene-LOC142983021,ko:K20673
gene-LOC142983026,ko:K18668
gene-LOC142983029,ko:K10310
gene-LOC142983030,ko:K01185
gene-LOC142983032,ko:K00699
gene-LOC142983033,ko:K00699
gene-LOC142983034,ko:K00699
gene-LOC142983040,ko:K05546
gene-LOC142983040,ko:K12317
gene-LOC142983044,ko:K14966
gene-LOC142983045,ko:K10524
gene-LOC142983046,ko:K08331
gene-LOC142983050,ko:K08471
gene-LOC142983051,ko:K09420
gene-LOC142983051,ko:K09421
gene-LOC142983051,ko:K21769
gene-LOC142983053,ko:K18631
gene-LOC142983055,ko:K21270
gene-LOC142983056,ko:K21270
gene-LOC142983063,ko:K02136
gene-LOC142983070,ko:K15361
gene-LOC142983074,ko:K00699
gene-LOC142983074,ko:K04628
gene-LOC142983075,ko:K00699
gene-LOC142983086,ko:K01204
gene-LOC142983087,ko:K06497
gene-LOC142983096,ko:K06767
gene-LOC142983096,ko:K06768
gene-LOC142983104,ko:K01044
gene-LOC142983104,ko:K01049
gene-LOC142983104,ko:K03927
gene-LOC142983105,ko:K01044
gene-LOC142983105,ko:K01049
gene-LOC142983105,ko:K01050
gene-LOC142983105,ko:K03927
gene-LOC142983105,ko:K15743
gene-LOC142983106,ko:K09332
gene-LOC142983107,ko:K10904
gene-LOC142983109,ko:K09068
gene-LOC142983109,ko:K15604
gene-LOC142983112,ko:K01446
gene-LOC142983115,ko:K04950
gene-LOC142983121,ko:K18201
gene-LOC142983124,ko:K00477
gene-LOC142983127,ko:K21270
gene-LOC142983128,ko:K21270
gene-LOC142983131,ko:K20839
gene-LOC142983135,ko:K01185
gene-LOC142983140,ko:K21270
gene-LOC142983141,ko:K17478
gene-LOC142983142,ko:K21270
gene-LOC142983143,ko:K07295
gene-LOC142983143,ko:K08546
gene-LOC142983148,ko:K14816
gene-LOC142983149,ko:K01373
gene-LOC142983150,ko:K01373
gene-LOC142983152,ko:K09640
gene-LOC142983153,ko:K01253
gene-LOC142983153,ko:K10719
gene-LOC142983155,ko:K01044
gene-LOC142983155,ko:K01049
gene-LOC142983155,ko:K03927
gene-LOC142983158,ko:K01253
gene-LOC142983158,ko:K10719
gene-LOC142983159,ko:K08471
gene-LOC142983160,ko:K09640
gene-LOC142983161,ko:K00444
gene-LOC142983166,ko:K01044
gene-LOC142983166,ko:K01049
gene-LOC142983166,ko:K03927
gene-LOC142983173,ko:K06767
gene-LOC142983173,ko:K06768
gene-LOC142983175,ko:K01044
gene-LOC142983175,ko:K01049
gene-LOC142983175,ko:K03927
gene-LOC142983179,ko:K00699
gene-LOC142983180,ko:K16072
gene-LOC142983180,ko:K19878
gene-LOC142983184,ko:K01253
gene-LOC142983184,ko:K10719
gene-LOC142983185,ko:K12737
gene-LOC142983186,ko:K08069
gene-LOC142983187,ko:K10641
gene-LOC142983189,ko:K12625
gene-LOC142983191,ko:K07369
gene-LOC142983194,ko:K01253
gene-LOC142983194,ko:K05361
gene-LOC142983194,ko:K10719
gene-LOC142983197,ko:K01197
gene-LOC142983205,ko:K00477
gene-LOC142983208,ko:K13185
gene-LOC142983211,ko:K20673
gene-LOC142983215,ko:K01253
gene-LOC142983215,ko:K10719
gene-LOC142983219,ko:K21270
gene-LOC142983220,ko:K02358
gene-LOC142983221,ko:K01183
gene-LOC142983222,ko:K00699
gene-LOC142983222,ko:K04628
gene-LOC142983226,ko:K17656
gene-LOC142983227,ko:K10443
gene-LOC142983229,ko:K15324
gene-LOC142983233,ko:K01253
gene-LOC142983233,ko:K10719
gene-LOC142983234,ko:K05330
gene-LOC142983239,ko:K05330
gene-LOC142983239,ko:K15276
gene-LOC142983249,ko:K01253
gene-LOC142983249,ko:K10719
gene-LOC142983252,ko:K07819
gene-LOC142983252,ko:K07820
gene-LOC142983258,ko:K16815
gene-LOC142983263,ko:K13094
gene-LOC142983264,ko:K05689
gene-LOC142983264,ko:K07127
gene-LOC142983267,ko:K13868
gene-LOC142983273,ko:K00182
gene-LOC142983273,ko:K00408
gene-LOC142983273,ko:K00444
gene-LOC142983273,ko:K00572
gene-LOC142983327,ko:K08805
gene-LOC142983375,ko:K01412
gene-LOC142983383,ko:K11140
gene-LOC142983385,ko:K08145
gene-LOC142983386,ko:K08145
gene-LOC142983390,ko:K03662
gene-LOC142983394,ko:K17785
gene-LOC142983395,ko:K07427
gene-LOC142983395,ko:K15001
gene-LOC142983395,ko:K15007
gene-LOC142983397,ko:K15001
gene-LOC142983399,ko:K07427
gene-LOC142983399,ko:K15001
gene-LOC142983399,ko:K15007
gene-LOC142983400,ko:K07427
gene-LOC142983400,ko:K15001
gene-LOC142983400,ko:K15007
gene-LOC142983401,ko:K07427
gene-LOC142983401,ko:K15001
gene-LOC142983401,ko:K15007
gene-LOC142983403,ko:K14315
gene-LOC142983408,ko:K07427
gene-LOC142983411,ko:K00733
gene-LOC142983415,ko:K14315
gene-LOC142983419,ko:K13348
gene-LOC142983419,ko:K13349
gene-LOC142983420,ko:K17582
gene-LOC142983424,ko:K08145
gene-LOC142983425,ko:K08145
gene-LOC142983426,ko:K08145
gene-LOC142983427,ko:K08145
gene-LOC142983428,ko:K08145
gene-LOC142983431,ko:K14766
gene-LOC142983432,ko:K14999
gene-LOC142983433,ko:K05323
gene-LOC142983433,ko:K20007
gene-LOC142983435,ko:K13763
gene-LOC142983437,ko:K07371
gene-LOC142983439,ko:K11529
gene-LOC142983442,ko:K07117
gene-LOC142983442,ko:K11424
gene-LOC142983442,ko:K11425
gene-LOC142983442,ko:K15588
gene-LOC142983444,ko:K17603
gene-LOC142983448,ko:K17785
gene-LOC142983450,ko:K11140
gene-LOC142983452,ko:K00235
gene-LOC142983454,ko:K11278
gene-LOC142983457,ko:K07944
gene-LOC142983457,ko:K11278
gene-LOC142983461,ko:K15255
gene-LOC142983464,ko:K08145
gene-LOC142983470,ko:K14343
gene-LOC142983471,ko:K01255
gene-LOC142983477,ko:K06997
gene-LOC142983479,ko:K14837
gene-LOC142983482,ko:K16546
gene-LOC142983483,ko:K14837
gene-LOC142983484,ko:K20696
gene-LOC142983485,ko:K20696
gene-LOC142983486,ko:K20696
gene-LOC142983499,ko:K10660
gene-LOC142983503,ko:K08145
gene-LOC142983506,ko:K10419
gene-LOC142983507,ko:K06721
gene-LOC142983508,ko:K08471
gene-LOC142983509,ko:K00799
gene-LOC142983514,ko:K14459
gene-LOC142983516,ko:K13023
gene-LOC142983518,ko:K06721
gene-LOC142983519,ko:K06721
gene-LOC142983520,ko:K06835
gene-LOC142983522,ko:K13509
gene-LOC142983524,ko:K11140
gene-LOC142983526,ko:K04163
gene-LOC142983526,ko:K04165
gene-LOC142983531,ko:K01229
gene-LOC142983531,ko:K05350
gene-LOC142983547,ko:K09214
gene-LOC142983552,ko:K17346
gene-LOC142983554,ko:K04142
gene-LOC142983554,ko:K04144
gene-LOC142983554,ko:K04160
gene-LOC142983557,ko:K08871
gene-LOC142983557,ko:K11721
gene-LOC142983557,ko:K11722
gene-LOC142983557,ko:K11724
gene-LOC142983557,ko:K14568
gene-LOC142983558,ko:K10082
gene-LOC142983558,ko:K10083
gene-LOC142983572,ko:K01312
gene-LOC142983572,ko:K09640
gene-LOC142983576,ko:K04122
gene-LOC142983576,ko:K21719
gene-LOC142983577,ko:K01312
gene-LOC142983581,ko:K19385
gene-LOC142983583,ko:K02433
gene-LOC142983594,ko:K08664
gene-LOC142983594,ko:K09628
gene-LOC142983594,ko:K09630
gene-LOC142983595,ko:K15263
gene-LOC142983596,ko:K14686
gene-LOC142983600,ko:K01229
gene-LOC142983600,ko:K05350
gene-LOC142983602,ko:K13279
gene-LOC142983602,ko:K20011
gene-LOC142983603,ko:K01312
gene-LOC142983603,ko:K09640
gene-LOC142983605,ko:K20696
gene-LOC142983606,ko:K20696
gene-LOC142983607,ko:K20696
gene-LOC142983608,ko:K01229
gene-LOC142983608,ko:K05350
gene-LOC142983611,ko:K09317
gene-LOC142983612,ko:K04142
gene-LOC142983612,ko:K04144
gene-LOC142983612,ko:K04160
gene-LOC142983613,ko:K01229
gene-LOC142983613,ko:K05350
gene-LOC142983615,ko:K13752
gene-LOC142983615,ko:K13753
gene-LOC142983616,ko:K03456
gene-LOC142983621,ko:K08139
gene-LOC142983623,ko:K09343
gene-LOC142983623,ko:K09345
gene-LOC142983623,ko:K09352
gene-LOC142983623,ko:K09995
gene-LOC142983624,ko:K15001
gene-LOC142983633,ko:K09341
gene-LOC142983642,ko:K08597
gene-LOC142983642,ko:K14764
gene-LOC142983657,ko:K09341
gene-LOC142983659,ko:K06721
gene-LOC142983664,ko:K15399
gene-LOC142983664,ko:K21995
gene-LOC142983669,ko:K04008
gene-LOC142983671,ko:K15262
